id,state,disease,count,percentage,SI_index
28,Mississippi,gastroesophageal reflux,0,0.0,0.0
28,Mississippi,genitak wart,0,0.0,0.0
28,Mississippi,gloerulonephritis,0,0.0,0.0
28,Mississippi,gum diseases,0,0.0,0.0
28,Mississippi,heal pain,0,0.0,0.0
28,Mississippi,heart stroke,0,0.0,0.0
28,Mississippi,herniated discs,0,0.0,0.0
28,Mississippi,herpes simplex,0,0.0,0.0
28,Mississippi,hiatal hernia,0,0.0,0.0
28,Mississippi,historic personality disorder,0,0.0,0.0
28,Mississippi,hyperthyroidism,0,0.0,0.0
28,Mississippi,infectious mononucleosis,0,0.0,0.0
28,Mississippi,iron deficiency anemia,0,0.0,0.0
28,Mississippi,irritable male syndrome,0,0.0,0.0
28,Mississippi,irritant diaper dermatitis,0,0.0,0.0
28,Mississippi,juvenile diabetes,0,0.0,0.0
28,Mississippi,liver tumour,0,0.0,0.0
28,Mississippi,melena,0,0.0,0.0
28,Mississippi,mucus in stool,0,0.0,0.0
28,Mississippi,muocardinal infraction,0,0.0,0.0
28,Mississippi,muscle cramps,0,0.0,0.0
28,Mississippi,nephropathy,0,0.0,0.0
28,Mississippi,paranoid personality disorder,0,0.0,0.0
28,Mississippi,peptic ulcer,0,0.0,0.0
28,Mississippi,percasive development disorder,0,0.0,0.0
28,Mississippi,peyronie's disease,0,0.0,0.0
28,Mississippi,poliomyelitis,0,0.0,0.0
28,Mississippi,post nasal drip,0,0.0,0.0
28,Mississippi,premenstrual syndrome,0,0.0,0.0
28,Mississippi,reactive attachment disorder,0,0.0,0.0
28,Mississippi,schizoid personality disorder,0,0.0,0.0
28,Mississippi,sleep disorder,0,0.0,0.0
28,Mississippi,streptococcal pharyngitis,0,0.0,0.0
28,Mississippi,sudden infant death syndrome,0,0.0,0.0
28,Mississippi,systemic lupus erythematosus,0,0.0,0.0
28,Mississippi,termination of pregnancy,0,0.0,0.0
28,Mississippi,williams syndrome,0,0.0,0.0
29,Missouri,cancer,8431,23.81,-26.2701482623
29,Missouri,depression,6987,19.74,-28.2820480893
29,Missouri,anxiety,4646,13.12,-24.3586547567
29,Missouri,diabetes,1134,3.2,-3.57948853615
29,Missouri,burns,1047,2.96,0.627583572111
29,Missouri,flu,945,2.67,-9.3
29,Missouri,fever,875,2.47,2.84424
29,Missouri,headache,783,2.21,-5.96030651341
29,Missouri,autism,713,2.01,13.6536325386
29,Missouri,disabilities,654,1.85,13.3466207951
29,Missouri,hiv,611,1.73,-8.4116202946
29,Missouri,aids,600,1.69,0.6526
29,Missouri,acne,567,1.6,-8.2675308642
29,Missouri,obesity,501,1.42,-9.00251497006
29,Missouri,brain cancer,394,1.11,-6.97012690356
29,Missouri,scars,347,0.98,4.65870317003
29,Missouri,breast cancer,280,0.79,-33.0778214285
29,Missouri,pneumonia,213,0.6,-12.0592957747
29,Missouri,prostate cancer,210,0.59,-5.96780952381
29,Missouri,arthritis,197,0.56,12.7297461929
29,Missouri,leukemia,185,0.52,21.9658378379
29,Missouri,lung cancer,179,0.51,-46.2226256983
29,Missouri,epilepsy,177,0.5,12.2508474576
29,Missouri,down syndrome,170,0.48,-5.27347058825
29,Missouri,diarrhea,163,0.46,9.50791411041
29,Missouri,allergy,161,0.45,3.75335403727
29,Missouri,asthma,154,0.43,-1.28824675325
29,Missouri,memory loss,154,0.43,-24.0630519481
29,Missouri,panic attack,150,0.42,-47.3486666667
29,Missouri,itching,138,0.39,6.76898550725
29,Missouri,fibromyalgia,137,0.39,3.3502189781
29,Missouri,brain tumor,136,0.38,-31.6303676471
29,Missouri,back pain,132,0.37,-31.9018939394
29,Missouri,dyslexia,129,0.36,16.9197674418
29,Missouri,fracture,122,0.34,-1.44893442623
29,Missouri,heartburn,120,0.34,-4.06416666666
29,Missouri,cholesterol,102,0.29,2.36078431372
29,Missouri,snoring,99,0.28,8.86595959596
29,Missouri,personality disorder,98,0.28,-33.6404081632
29,Missouri,eating disorders,93,0.26,-30.5547311828
29,Missouri,hypertension,92,0.26,-2.10706521739
29,Missouri,phobia,91,0.26,-23.8963736264
29,Missouri,hepatitis,89,0.25,-10.6201123596
29,Missouri,parkinson's disease,81,0.23,2.6662962963
29,Missouri,tuberculosis,78,0.22,10.4235897436
29,Missouri,malaria,72,0.2,-4.12611111111
29,Missouri,schizophrenia,70,0.2,-0.93957142854
29,Missouri,bipolar disorder,68,0.19,-52.7326470588
29,Missouri,vertigo,68,0.19,6.35720588235
29,Missouri,alzheimer's disease,67,0.19,5.40895522388
29,Missouri,influenza,66,0.19,-28.2259090909
29,Missouri,heart failure,65,0.18,-36.4726153846
29,Missouri,miscarriage,64,0.18,11.21953125
29,Missouri,ovarian cancer,62,0.18,-54.3893548387
29,Missouri,gonorrhea,58,0.16,17.0927586206
29,Missouri,hives,58,0.16,11.8408620689
29,Missouri,colorectal cancer,53,0.15,-24.7296226415
29,Missouri,infertility,50,0.14,12.7404
29,Missouri,dehydration,43,0.12,-29.1246511628
29,Missouri,hemorrhage,41,0.12,-24.4465853659
29,Missouri,cervical cancer,40,0.11,-56.8125
29,Missouri,mesothelioma,40,0.11,2.89425
29,Missouri,syphilis,37,0.1,-14.2816216216
29,Missouri,testicular cancer,34,0.1,-17.105
29,Missouri,smallpox,33,0.09,1.23606060606
29,Missouri,rotator cuff,32,0.09,-12.3828125
29,Missouri,menopause,31,0.09,17.8332258065
29,Missouri,multiple sclerosis,31,0.09,6.49258064516
29,Missouri,wart,30,0.08,9.163
29,Missouri,sclerosis,29,0.08,12.7679310345
29,Missouri,skin cancer,29,0.08,-37.5827586207
29,Missouri,alopecia,28,0.08,12.4707142858
29,Missouri,cardiovascular disease,28,0.08,-17.3264285714
29,Missouri,endometriosis,28,0.08,-2.66642857143
29,Missouri,infectious diseases,27,0.08,19.6696296296
29,Missouri,freckle,25,0.07,24.2348
29,Missouri,gout,25,0.07,2.384
29,Missouri,anemia,23,0.06,-11.5043478261
29,Missouri,dandruff,23,0.06,21.9795652174
29,Missouri,hemorrhoids,23,0.06,8.30260869565
29,Missouri,psoriasis,23,0.06,4.41304347826
29,Missouri,herniated discs,21,0.06,-13.0023809524
29,Missouri,osteoporosis,21,0.06,0.53
29,Missouri,deafness,19,0.05,11.42
29,Missouri,traumatic brain injury,18,0.05,-56.01
29,Missouri,borderline personality disorder,17,0.05,-26.4352941176
29,Missouri,erectile dysfunction,17,0.05,-41.8494117647
29,Missouri,kidney stone,17,0.05,-3.43705882353
29,Missouri,rheumatoid arthritis,17,0.05,7.96588235294
29,Missouri,tooth decay,17,0.05,-25.0488235294
29,Missouri,ulcers,17,0.05,-15.2035294118
29,Missouri,nail biting,16,0.05,13.934375
29,Missouri,sunburn,16,0.05,1.414375
29,Missouri,bad breath,15,0.04,-36.234
29,Missouri,sciatica,15,0.04,5.48
29,Missouri,neck pain,13,0.04,-30.5084615385
29,Missouri,osteoarthritis,13,0.04,-3.00923076923
29,Missouri,preterm birth,13,0.04,31.07
29,Missouri,celiac disease,12,0.03,-20.4658333333
29,Missouri,nephropathy,12,0.03,-15.6533333333
29,Missouri,sinusitis,12,0.03,-0.0566666666667
29,Missouri,ear infections,11,0.03,11.0154545455
29,Missouri,bone cancer,10,0.03,1.015
29,Missouri,dermatitis,9,0.03,15.2388888889
29,Missouri,rosacea,9,0.03,11.8288888889
29,Missouri,muscle pain,7,0.02,-37.1028571429
29,Missouri,carpal tunnel syndrome,6,0.02,-28.1
29,Missouri,hypothyroidism,6,0.02,3.44
29,Missouri,ringworm,6,0.02,8.63333333333
29,Missouri,conjunctivitis,5,0.01,57.068
29,Missouri,joint pain,5,0.01,-11.42
29,Missouri,penis enlargement,5,0.01,44.942
29,Missouri,sexually transmitted disease,5,0.01,-7.392
29,Missouri,social anxiety disorder,5,0.01,-35.066
29,Missouri,tennis elbow,5,0.01,-19.746
29,Missouri,antisocial personality disorder,4,0.01,-23.4775
29,Missouri,bedwetting,4,0.01,-32.265
29,Missouri,bladder cancer,4,0.01,-31.99
29,Missouri,crohn's disease,4,0.01,19.7825
29,Missouri,head lice,4,0.01,-34.04
29,Missouri,muscle cramps,4,0.01,23.5425
29,Missouri,altitude sickness,3,0.01,0.0
29,Missouri,asperger syndrome,3,0.01,-36.12
29,Missouri,canker sores,3,0.01,-14.05
29,Missouri,dissociative identity disorder,3,0.01,27.7
29,Missouri,diverticulitis,3,0.01,4.00333333333
29,Missouri,hyperthyroidism,3,0.01,-24.6233333333
29,Missouri,obsessive compulsive disorder,3,0.01,-29.4866666667
29,Missouri,osteomyelitis,3,0.01,14.36
29,Missouri,stomach cancer,3,0.01,-47.2533333333
29,Missouri,varicose veins,3,0.01,-30.1866666667
29,Missouri,cradle cap,2,0.01,0.0
29,Missouri,diabetes mellitus,2,0.01,0.075
29,Missouri,gallstone,2,0.01,0.0
29,Missouri,gynecomastia,2,0.01,1.29
29,Missouri,heal pain,2,0.01,-59.95
29,Missouri,hyperglycemia,2,0.01,0.0
29,Missouri,iron deficiency anemia,2,0.01,-55.74
29,Missouri,peptic ulcer,2,0.01,0.0
29,Missouri,polycystic ovary syndrome,2,0.01,-17.79
29,Missouri,propecia,2,0.01,14.8
29,Missouri,renal failure,2,0.01,-49.365
29,Missouri,restless legs syndrome,2,0.01,-31.38
29,Missouri,scabies,2,0.01,26.335
29,Missouri,staphylococcus aureus,2,0.01,-58.59
29,Missouri,anorexia nervosa,1,0.0,36.12
29,Missouri,body dysmorphic disorder,1,0.0,-40.19
29,Missouri,bovine spongiform encephalopathy,1,0.0,-49.39
29,Missouri,candidiasis,1,0.0,-61.24
29,Missouri,ear problems,1,0.0,-40.19
29,Missouri,eye problems,1,0.0,33.59
29,Missouri,gallbladder disease,1,0.0,0.0
29,Missouri,gastroesophageal reflux,1,0.0,-27.32
29,Missouri,herpes simplex,1,0.0,0.0
29,Missouri,hiatal hernia,1,0.0,-56.67
29,Missouri,irritable bowel syndrome,1,0.0,27.32
29,Missouri,irritable male syndrome,1,0.0,0.0
29,Missouri,post nasal drip,1,0.0,-29.24
29,Missouri,posttraumatic stress,1,0.0,-67.05
29,Missouri,posttraumatic stress disorder,1,0.0,-67.05
29,Missouri,reactive attachment disorder,1,0.0,69.08
29,Missouri,skin rash,1,0.0,-65.97
29,Missouri,sleep disorder,1,0.0,-40.19
29,Missouri,sudden infant death syndrome,1,0.0,-27.32
29,Missouri,urinary tract infection,1,0.0,0.0
29,Missouri,acute bronchitis,0,0.0,0.0
29,Missouri,acute respiratory syndrome,0,0.0,0.0
29,Missouri,andropause,0,0.0,0.0
29,Missouri,avoidant personality disorder,0,0.0,0.0
29,Missouri,benign prostatic hyperplasia,0,0.0,0.0
29,Missouri,bursitis,0,0.0,0.0
29,Missouri,chronic childhood arthritis,0,0.0,0.0
29,Missouri,deep vein thrombosis,0,0.0,0.0
29,Missouri,dependent personality disorder,0,0.0,0.0
29,Missouri,dysfunctional uterine bleeding,0,0.0,0.0
29,Missouri,edwards syndrome,0,0.0,0.0
29,Missouri,genitak wart,0,0.0,0.0
29,Missouri,gloerulonephritis,0,0.0,0.0
29,Missouri,gum diseases,0,0.0,0.0
29,Missouri,heart stroke,0,0.0,0.0
29,Missouri,historic personality disorder,0,0.0,0.0
29,Missouri,infectious mononucleosis,0,0.0,0.0
29,Missouri,irritant diaper dermatitis,0,0.0,0.0
29,Missouri,juvenile diabetes,0,0.0,0.0
29,Missouri,liver tumour,0,0.0,0.0
29,Missouri,melena,0,0.0,0.0
29,Missouri,mucus in stool,0,0.0,0.0
29,Missouri,muocardinal infraction,0,0.0,0.0
29,Missouri,muscle fatigue,0,0.0,0.0
29,Missouri,paranoid personality disorder,0,0.0,0.0
29,Missouri,percasive development disorder,0,0.0,0.0
29,Missouri,peripheral vascular disease,0,0.0,0.0
29,Missouri,peyronie's disease,0,0.0,0.0
29,Missouri,poliomyelitis,0,0.0,0.0
29,Missouri,premenstrual syndrome,0,0.0,0.0
29,Missouri,schizoid personality disorder,0,0.0,0.0
29,Missouri,streptococcal pharyngitis,0,0.0,0.0
29,Missouri,systemic lupus erythematosus,0,0.0,0.0
29,Missouri,termination of pregnancy,0,0.0,0.0
29,Missouri,williams syndrome,0,0.0,0.0
30,Montana,cancer,1415,22.03,-29.4676113074
30,Montana,depression,1253,19.51,-30.2140462889
30,Montana,anxiety,737,11.47,-27.7272727273
30,Montana,burns,240,3.74,-3.07116666667
30,Montana,diabetes,213,3.32,-6.25741784038
30,Montana,flu,177,2.76,-14.6669491525
30,Montana,disabilities,157,2.44,6.59210191083
30,Montana,hiv,148,2.3,-15.2070945946
30,Montana,fever,146,2.27,3.76424657534
30,Montana,autism,145,2.26,16.7685517242
30,Montana,headache,144,2.24,-4.894375
30,Montana,acne,108,1.68,-4.24851851852
30,Montana,allergy,93,1.45,5.09473118279
30,Montana,aids,89,1.39,0.00157303369831
30,Montana,obesity,65,1.01,-21.1381538462
30,Montana,scars,65,1.01,1.00092307692
30,Montana,diarrhea,63,0.98,6.00777777778
30,Montana,brain cancer,55,0.86,-2.21072727272
30,Montana,asthma,52,0.81,-3.60461538461
30,Montana,prostate cancer,48,0.75,-10.0354166667
30,Montana,back pain,44,0.69,-23.9779545454
30,Montana,epilepsy,43,0.67,10.7648837209
30,Montana,breast cancer,42,0.65,-33.0688095238
30,Montana,arthritis,41,0.64,-2.21219512195
30,Montana,pneumonia,37,0.58,-8.7818918919
30,Montana,down syndrome,35,0.54,1.82314285715
30,Montana,menopause,29,0.45,21.6055172414
30,Montana,itching,28,0.44,4.15107142857
30,Montana,snoring,26,0.4,16.0173076923
30,Montana,cholesterol,25,0.39,13.5208
30,Montana,infertility,25,0.39,10.4416
30,Montana,lung cancer,25,0.39,-47.3864
30,Montana,brain tumor,24,0.37,-27.4133333333
30,Montana,heartburn,24,0.37,-18.9541666667
30,Montana,hepatitis,24,0.37,-7.86541666667
30,Montana,leukemia,23,0.36,26.6626086957
30,Montana,malaria,23,0.36,-1.09652173913
30,Montana,fracture,21,0.33,-6.13714285714
30,Montana,phobia,21,0.33,-30.2804761905
30,Montana,memory loss,20,0.31,-20.514
30,Montana,fibromyalgia,19,0.3,0.0747368421047
30,Montana,miscarriage,19,0.3,27.0157894737
30,Montana,personality disorder,19,0.3,-32.2363157894
30,Montana,panic attack,18,0.28,-60.2483333333
30,Montana,vertigo,18,0.28,12.3088888889
30,Montana,parkinson's disease,17,0.26,-17.8694117647
30,Montana,bipolar disorder,16,0.25,-49.356875
30,Montana,heart failure,15,0.23,-19.9153333333
30,Montana,smallpox,15,0.23,-6.332
30,Montana,dyslexia,14,0.22,24.9435714286
30,Montana,alzheimer's disease,12,0.19,1.16333333333
30,Montana,gout,12,0.19,20.5833333333
30,Montana,influenza,12,0.19,-14.3541666667
30,Montana,hypertension,10,0.16,-10.448
30,Montana,syphilis,10,0.16,-9.471
30,Montana,cervical cancer,9,0.14,-65.5444444444
30,Montana,schizophrenia,9,0.14,-21.1766666667
30,Montana,hives,8,0.12,10.05125
30,Montana,osteoarthritis,8,0.12,19.12125
30,Montana,dehydration,7,0.11,-46.3257142857
30,Montana,eating disorders,7,0.11,-21.8757142857
30,Montana,erectile dysfunction,7,0.11,-43.5242857143
30,Montana,tuberculosis,7,0.11,21.6628571429
30,Montana,wart,7,0.11,-8.49571428572
30,Montana,gonorrhea,6,0.09,43.3033333333
30,Montana,multiple sclerosis,6,0.09,10.44
30,Montana,osteoporosis,6,0.09,-5.22833333333
30,Montana,ovarian cancer,6,0.09,-56.26
30,Montana,rheumatoid arthritis,6,0.09,42.515
30,Montana,rotator cuff,6,0.09,-9.98
30,Montana,sclerosis,5,0.08,26.79
30,Montana,skin cancer,5,0.08,-59.1
30,Montana,antisocial personality disorder,4,0.06,-37.45
30,Montana,borderline personality disorder,4,0.06,-60.185
30,Montana,dandruff,4,0.06,7.57
30,Montana,hemorrhage,4,0.06,-11.56
30,Montana,hemorrhoids,4,0.06,-51.0675
30,Montana,joint pain,4,0.06,-7.69999999998
30,Montana,testicular cancer,4,0.06,-37.36
30,Montana,bone cancer,3,0.05,-72.0066666667
30,Montana,colorectal cancer,3,0.05,-38.8766666667
30,Montana,deafness,3,0.05,-8.69666666667
30,Montana,infectious diseases,3,0.05,16.04
30,Montana,psoriasis,3,0.05,-34.99
30,Montana,sunburn,3,0.05,-24.08
30,Montana,ulcers,3,0.05,-21.0733333333
30,Montana,alopecia,2,0.03,-2.58
30,Montana,celiac disease,2,0.03,-14.06
30,Montana,diverticulitis,2,0.03,-31.86
30,Montana,ear infections,2,0.03,-29.665
30,Montana,endometriosis,2,0.03,0.0
30,Montana,eye problems,2,0.03,15.345
30,Montana,freckle,2,0.03,0.0
30,Montana,juvenile diabetes,2,0.03,35.95
30,Montana,kidney stone,2,0.03,-29.92
30,Montana,neck pain,2,0.03,-81.26
30,Montana,anemia,1,0.02,0.0
30,Montana,avoidant personality disorder,1,0.02,-65.97
30,Montana,bad breath,1,0.02,-24.81
30,Montana,bladder cancer,1,0.02,-36.12
30,Montana,canker sores,1,0.02,-52.67
30,Montana,cardiovascular disease,1,0.02,-45.88
30,Montana,dermatitis,1,0.02,38.18
30,Montana,gynecomastia,1,0.02,0.0
30,Montana,hypothyroidism,1,0.02,-12.98
30,Montana,mesothelioma,1,0.02,-22.63
30,Montana,nail biting,1,0.02,17.59
30,Montana,penis enlargement,1,0.02,7.72
30,Montana,polycystic ovary syndrome,1,0.02,29.6
30,Montana,preterm birth,1,0.02,36.12
30,Montana,reactive attachment disorder,1,0.02,-49.39
30,Montana,sciatica,1,0.02,-42.15
30,Montana,social anxiety disorder,1,0.02,58.26
30,Montana,stomach cancer,1,0.02,-47.67
30,Montana,sudden infant death syndrome,1,0.02,-59.94
30,Montana,traumatic brain injury,1,0.02,93.71
30,Montana,acute bronchitis,0,0.0,0.0
30,Montana,acute respiratory syndrome,0,0.0,0.0
30,Montana,altitude sickness,0,0.0,0.0
30,Montana,andropause,0,0.0,0.0
30,Montana,anorexia nervosa,0,0.0,0.0
30,Montana,asperger syndrome,0,0.0,0.0
30,Montana,bedwetting,0,0.0,0.0
30,Montana,benign prostatic hyperplasia,0,0.0,0.0
30,Montana,body dysmorphic disorder,0,0.0,0.0
30,Montana,bovine spongiform encephalopathy,0,0.0,0.0
30,Montana,bursitis,0,0.0,0.0
30,Montana,candidiasis,0,0.0,0.0
30,Montana,carpal tunnel syndrome,0,0.0,0.0
30,Montana,chronic childhood arthritis,0,0.0,0.0
30,Montana,conjunctivitis,0,0.0,0.0
30,Montana,cradle cap,0,0.0,0.0
30,Montana,crohn's disease,0,0.0,0.0
30,Montana,deep vein thrombosis,0,0.0,0.0
30,Montana,dependent personality disorder,0,0.0,0.0
30,Montana,diabetes mellitus,0,0.0,0.0
30,Montana,dissociative identity disorder,0,0.0,0.0
30,Montana,dysfunctional uterine bleeding,0,0.0,0.0
30,Montana,ear problems,0,0.0,0.0
30,Montana,edwards syndrome,0,0.0,0.0
30,Montana,gallbladder disease,0,0.0,0.0
30,Montana,gallstone,0,0.0,0.0
30,Montana,gastroesophageal reflux,0,0.0,0.0
30,Montana,genitak wart,0,0.0,0.0
30,Montana,gloerulonephritis,0,0.0,0.0
30,Montana,gum diseases,0,0.0,0.0
30,Montana,head lice,0,0.0,0.0
30,Montana,heal pain,0,0.0,0.0
30,Montana,heart stroke,0,0.0,0.0
30,Montana,herniated discs,0,0.0,0.0
30,Montana,herpes simplex,0,0.0,0.0
30,Montana,hiatal hernia,0,0.0,0.0
30,Montana,historic personality disorder,0,0.0,0.0
30,Montana,hyperglycemia,0,0.0,0.0
30,Montana,hyperthyroidism,0,0.0,0.0
30,Montana,infectious mononucleosis,0,0.0,0.0
30,Montana,iron deficiency anemia,0,0.0,0.0
30,Montana,irritable bowel syndrome,0,0.0,0.0
30,Montana,irritable male syndrome,0,0.0,0.0
30,Montana,irritant diaper dermatitis,0,0.0,0.0
30,Montana,liver tumour,0,0.0,0.0
30,Montana,melena,0,0.0,0.0
30,Montana,mucus in stool,0,0.0,0.0
30,Montana,muocardinal infraction,0,0.0,0.0
30,Montana,muscle cramps,0,0.0,0.0
30,Montana,muscle fatigue,0,0.0,0.0
30,Montana,muscle pain,0,0.0,0.0
30,Montana,nephropathy,0,0.0,0.0
30,Montana,obsessive compulsive disorder,0,0.0,0.0
30,Montana,osteomyelitis,0,0.0,0.0
30,Montana,paranoid personality disorder,0,0.0,0.0
30,Montana,peptic ulcer,0,0.0,0.0
30,Montana,percasive development disorder,0,0.0,0.0
30,Montana,peripheral vascular disease,0,0.0,0.0
30,Montana,peyronie's disease,0,0.0,0.0
30,Montana,poliomyelitis,0,0.0,0.0
30,Montana,post nasal drip,0,0.0,0.0
30,Montana,posttraumatic stress,0,0.0,0.0
30,Montana,posttraumatic stress disorder,0,0.0,0.0
30,Montana,premenstrual syndrome,0,0.0,0.0
30,Montana,propecia,0,0.0,0.0
30,Montana,renal failure,0,0.0,0.0
30,Montana,restless legs syndrome,0,0.0,0.0
30,Montana,ringworm,0,0.0,0.0
30,Montana,rosacea,0,0.0,0.0
30,Montana,scabies,0,0.0,0.0
30,Montana,schizoid personality disorder,0,0.0,0.0
30,Montana,sexually transmitted disease,0,0.0,0.0
30,Montana,sinusitis,0,0.0,0.0
30,Montana,skin rash,0,0.0,0.0
30,Montana,sleep disorder,0,0.0,0.0
30,Montana,staphylococcus aureus,0,0.0,0.0
30,Montana,streptococcal pharyngitis,0,0.0,0.0
30,Montana,systemic lupus erythematosus,0,0.0,0.0
30,Montana,tennis elbow,0,0.0,0.0
30,Montana,termination of pregnancy,0,0.0,0.0
30,Montana,tooth decay,0,0.0,0.0
30,Montana,urinary tract infection,0,0.0,0.0
30,Montana,varicose veins,0,0.0,0.0
30,Montana,williams syndrome,0,0.0,0.0
31,Nebraska,cancer,3285,24.58,-30.6664079148
31,Nebraska,depression,2562,19.17,-30.3572131148
31,Nebraska,anxiety,1698,12.7,-27.8617196702
31,Nebraska,diabetes,535,4.0,5.22459813084
31,Nebraska,flu,366,2.74,-16.7410655738
31,Nebraska,burns,351,2.63,-5.35535612535
31,Nebraska,fever,294,2.2,2.32357142857
31,Nebraska,headache,277,2.07,-16.1972924187
31,Nebraska,autism,271,2.03,17.1729889299
31,Nebraska,disabilities,246,1.84,12.9388211382
31,Nebraska,acne,244,1.83,-5.90336065574
31,Nebraska,brain cancer,218,1.63,-10.282706422
31,Nebraska,aids,194,1.45,6.52216494846
31,Nebraska,hiv,168,1.26,-13.2425595238
31,Nebraska,obesity,147,1.1,-11.4852380952
31,Nebraska,scars,111,0.83,-3.57468468469
31,Nebraska,lung cancer,102,0.76,-42.2203921569
31,Nebraska,breast cancer,95,0.71,-29.2525263158
31,Nebraska,down syndrome,88,0.66,7.39113636364
31,Nebraska,diarrhea,87,0.65,11.4670114942
31,Nebraska,back pain,86,0.64,-23.0110465116
31,Nebraska,brain tumor,73,0.55,-14.4380821917
31,Nebraska,pneumonia,73,0.55,-4.04726027398
31,Nebraska,allergy,68,0.51,-1.98264705882
31,Nebraska,epilepsy,68,0.51,23.165
31,Nebraska,asthma,66,0.49,10.18
31,Nebraska,arthritis,65,0.49,7.21738461539
31,Nebraska,fracture,65,0.49,0.138461538464
31,Nebraska,itching,58,0.43,10.2439655172
31,Nebraska,panic attack,57,0.43,-57.2943859649
31,Nebraska,leukemia,56,0.42,3.51071428571
31,Nebraska,phobia,53,0.4,-29.328490566
31,Nebraska,hypertension,50,0.37,7.6178
31,Nebraska,menopause,49,0.37,20.3253061225
31,Nebraska,mesothelioma,47,0.35,8.52425531916
31,Nebraska,prostate cancer,46,0.34,-22.3456521739
31,Nebraska,heartburn,45,0.34,-6.30355555556
31,Nebraska,snoring,43,0.32,8.46069767441
31,Nebraska,hepatitis,42,0.31,-2.78119047619
31,Nebraska,infectious diseases,42,0.31,3.03880952381
31,Nebraska,memory loss,40,0.3,-18.54825
31,Nebraska,parkinson's disease,39,0.29,8.65256410256
31,Nebraska,eating disorders,36,0.27,-22.0516666667
31,Nebraska,cholesterol,35,0.26,-6.52714285714
31,Nebraska,heart failure,34,0.25,-29.7411764706
31,Nebraska,miscarriage,32,0.24,-1.3071875
31,Nebraska,bipolar disorder,31,0.23,-53.0148387097
31,Nebraska,gonorrhea,28,0.21,20.4707142857
31,Nebraska,cardiovascular disease,26,0.19,-13.09
31,Nebraska,fibromyalgia,24,0.18,-8.59041666667
31,Nebraska,schizophrenia,23,0.17,-18.7447826087
31,Nebraska,infertility,22,0.16,21.5918181818
31,Nebraska,malaria,21,0.16,-13.0223809524
31,Nebraska,tuberculosis,21,0.16,-12.5104761905
31,Nebraska,dehydration,20,0.15,-29.505
31,Nebraska,personality disorder,20,0.15,-32.213
31,Nebraska,alzheimer's disease,19,0.14,4.87052631579
31,Nebraska,alopecia,16,0.12,21.4925
31,Nebraska,influenza,16,0.12,-17.771875
31,Nebraska,vertigo,16,0.12,2.125625
31,Nebraska,gout,15,0.11,8.58866666666
31,Nebraska,hives,14,0.1,-1.21857142857
31,Nebraska,neck pain,14,0.1,-19.82
31,Nebraska,ovarian cancer,14,0.1,-59.535
31,Nebraska,rotator cuff,11,0.08,-31.7
31,Nebraska,sciatica,11,0.08,-21.96
31,Nebraska,rheumatoid arthritis,10,0.07,37.148
31,Nebraska,smallpox,10,0.07,15.875
31,Nebraska,cervical cancer,9,0.07,-53.86
31,Nebraska,deafness,9,0.07,15.0322222222
31,Nebraska,osteoporosis,9,0.07,-8.33666666667
31,Nebraska,psoriasis,9,0.07,-19.2488888889
31,Nebraska,syphilis,9,0.07,8.27999999997
31,Nebraska,wart,9,0.07,22.2411111111
31,Nebraska,erectile dysfunction,8,0.06,-21.29875
31,Nebraska,freckle,8,0.06,0.267500000004
31,Nebraska,testicular cancer,8,0.06,-42.315
31,Nebraska,bad breath,7,0.05,-52.2657142857
31,Nebraska,dyslexia,7,0.05,-8.17
31,Nebraska,endometriosis,7,0.05,8.37857142857
31,Nebraska,hemorrhage,7,0.05,-41.0785714286
31,Nebraska,joint pain,7,0.05,-58.6985714286
31,Nebraska,sclerosis,7,0.05,29.8857142857
31,Nebraska,hemorrhoids,6,0.04,-8.44666666667
31,Nebraska,anemia,5,0.04,5.354
31,Nebraska,bladder cancer,5,0.04,-61.584
31,Nebraska,borderline personality disorder,5,0.04,-9.194
31,Nebraska,celiac disease,5,0.04,0.076
31,Nebraska,dandruff,5,0.04,-21.15
31,Nebraska,multiple sclerosis,5,0.04,20.626
31,Nebraska,preterm birth,5,0.04,4.844
31,Nebraska,canker sores,4,0.03,-11.5925
31,Nebraska,ear infections,4,0.03,21.485
31,Nebraska,nail biting,4,0.03,58.5625
31,Nebraska,rosacea,4,0.03,-17.35
31,Nebraska,ulcers,4,0.03,-21.9075
31,Nebraska,colorectal cancer,3,0.02,-48.3066666667
31,Nebraska,dermatitis,3,0.02,-35.3766666667
31,Nebraska,diabetes mellitus,3,0.02,-10.6066666667
31,Nebraska,melena,3,0.02,0.0
31,Nebraska,muscle pain,3,0.02,1.79
31,Nebraska,traumatic brain injury,3,0.02,-84.8633333333
31,Nebraska,altitude sickness,2,0.01,0.0
31,Nebraska,anorexia nervosa,2,0.01,0.0
31,Nebraska,carpal tunnel syndrome,2,0.01,-9.96
31,Nebraska,ear problems,2,0.01,-12.53
31,Nebraska,head lice,2,0.01,8.625
31,Nebraska,hypothyroidism,2,0.01,-47.785
31,Nebraska,muscle cramps,2,0.01,0.0
31,Nebraska,osteoarthritis,2,0.01,44.035
31,Nebraska,posttraumatic stress,2,0.01,-73.895
31,Nebraska,posttraumatic stress disorder,2,0.01,-73.895
31,Nebraska,ringworm,2,0.01,28.99
31,Nebraska,skin cancer,2,0.01,-75.015
31,Nebraska,skin rash,2,0.01,-29.125
31,Nebraska,sleep disorder,2,0.01,-1.005
